 ,1373b_r_CL,1306g_r_CL,1321h_r_CL,0131_r_CL,1373a_r_CL,0258f_r_CL,2834_r_CL,2886b_r_CL,1403j_r_CL,2856a_r_CL,2885_r_CL,2901g_r_CL,2833_r_CL,0242_r_CL,2858b_r_CL,1374g_r_CL,2865_r_CL,1438c_r_CL,2873b_r_CL,0801_r_CL,1321m_r_CL,1438d_r_CL,1382b_r_CL,0567h_r_CL,0808b_r_CL,1438g_r_CL,2900_r_CL,1438p_r_CL,1403e_r_CL,1278b_r_CL,2867a_r_CL,2899a_r_CL,2904c_r_CL,0567n_r_CL,1238_r_CL,1403k_r_CL,2901f_r_CL,1290v_r_CL,0267_r_CL,0808e_r_CL,0088c_r_CL,0567j_r_CL,2858a_r_CL,2897f_r_CL,2835_r_CL,0808a_r_CL,0567a_r_CL,1317b_r_CL,0223b_r_CL,1321n_r_CL,2904b_r_CL,2901c_r_CL,1328f_r_CL,0268d_r_CL,1306c_r_CL,1322k_r_CL,0750b_r_CL,2888b_r_CL,1438m_r_CL,1290u_r_CL,2856c_r_CL,1322s_r_CL,1374b_r_CL,1321q_r_CL,1438l_r_CL,2853b_r_CL,0616a_r_CL,0805_r_CL,2856e_r_CL,1396a_r_CL,0567i_r_CL,1305_r_CL,1321j_r_CL,0811b_r_CL,0237_r_CL,2883_r_CL,1438b_r_CL,1322q_r_CL,1321k_r_CL,1319_r_CL,1322a_r_CL,1313_r_CL,1322b_r_CL,1321a_r_CL,1403i_r_CL,0811a_r_CL,2888a_r_CL,2851a_r_CL,1290w_r_CL,1438n_r_CL,1382g_r_CL,1290o_r_CL,2897c_r_CL,2733k_r_CL,1290m_r_CL,1323g_r_CL,2275_r_CL,2841b_r_CL,1378e_r_CL,1328d_r_CL,1322t_r_CL,1290f_r_CL,2850c_r_CL,2875a_r_CL,0616c_r_CL,2855a_r_CL,2853d_r_CL,1445_r_CL,1328a_r_CL,0539BISc_r_CL,1315b_r_CL,1328b_r_CL,2867b_r_CL,2840_r_CL,2897d_r_CL,2733j_r_CL,2852_r_CL,1237a_r_CL,2875f_r_CL,2888f_r_CL,1382h_r_CL,1321e_r_CL,2849a_r_CL,1322m_r_CL,0616d_r_CL,1279b_r_CL,1306e_r_CL,2898b_r_CL,1317g_r_CL,0708b_r_CL,1403h_r_CL,0567l_r_CL,1328e_r_CL,0567e_r_CL,2875d_r_CL,1438j_r_CL,0786_r_CL,2859a_r_CL,0567f_r_CL,0567t_r_CL,1321t_r_CL,0810b_r_CL,1290j_r_CL,1400b_r_CL,1378d_r_CL,2858c_r_CL,1273_r_CL,1400a_r_CL,1322f_r_CL,2857c_r_CL,0818b_r_CL,2838c_r_CL,1322n_r_CL,2838d_r_CL,2843a_r_CL,0225_r_CL,2882a_r_CL,1328i_r_CL,0808d_r_CL,1312_r_CL,1189_r_CL,1322o_r_CL,2897e_r_CL,1323d_r_CL,2332a_r_CL,2838f_r_CL,2857b_r_CL,2841a_r_CL,2855c_r_CL,1382c_r_CL,1370a_r_CL,1400d_r_CL,2733f_r_CL,2875e_r_CL,2847_r_CL,1306f_r_CL,0708a_r_CL,1315c_r_CL,0807_r_CL,2881f_r_CL,0818c_r_CL,1378f_r_CL,1321l_r_CL,2873c_r_CL,1323f_r_CL,1306j_r_CL,2899c_r_CL,0567g_r_CL,1321b_r_CL,0803b_r_CL,2873a_r_CL,1278d_r_CL,1306h_r_CL,1403b_r_CL,1328j_r_CL,1378c_r_CL,1323c_r_CL,0567p_r_CL,2851d_r_CL,1321g_r_CL,0804_r_CL,0802_r_CL,1322p_r_CL,1321v_r_CL,2842c_r_CL,1374e_r_CL,1424a_r_CL,2856b_r_CL,2843b_r_CL,2733l_r_CL,1311_r_CL,1290r_r_CL,1374f_r_CL,1290l_r_CL,2848_r_CL,1438h_r_CL,1322l_r_CL,1322j_r_CL,2853c_r_CL,1374h_r_CL,1438e_r_CL,1317f_r_CL,1328g_r_CL,1438k_r_CL,1237b_r_CL,2733r_r_CL,0799_r_CL,1403d_r_CL,1270_r_CL,2851c_r_CL,2838g_r_CL,0563_r_CL,1317d_r_CL,1400c_r_CL,1317c_r_CL,1403f_r_CL,2902a_r_CL,2868_r_CL,1317e_r_CL,1321f_r_CL,2839_r_CL,0223c_r_CL,2888c_r_CL,2872_r_CL,2849c_r_CL,1403a_r_CL,0567o_r_CL,1403g_r_CL,1306i_r_CL,2874_r_CL,2888e_r_CL,2838e_r_CL,1321c_r_CL,1374k_r_CL,2733m_r_CL,1290e_r_CL,1200_r_CL,1382i_r_CL,0616b_r_CL,1322d_r_CL,1290k_r_CL,1374d_r_CL,1382e_r_CL,2869a_r_CL,1374a_r_CL,0817b_r_CL,2849e_r_CL,2896b_r_CL,2867e_r_CL,0266c_r_CL,2901d_r_CL,2850b_r_CL,1193c_r_CL,2869b_r_CL,2849d_r_CL,1382f_r_CL,1278c_r_CL,2837a_r_CL,0818a_r_CL,2907a_r_CL,0702_r_CL,0810a_r_CL,1322i_r_CL,1290_r_CL,2838b_r_CL,2887a_r_CL,2850a_r_CL,1378i_r_CL,2888d_r_CL,2733q_r_CL,1328h_r_CL,1314_r_CL,1322r_r_CL,0703_r_CL,1322h_r_CL,1306d_r_CL,1403m_r_CL,1198_r_CL,0258g_r_CL,0806_r_CL,1279a_r_CL,0811c_r_CL,1403l_r_CL,2851b_r_CL,0539BISd2_r_CL,2849b_r_CL,1286c_r_CL,2904a_r_CL,2886a_r_CL,2733i_r_CL,1438i_r_CL,1290x_r_CL,0258c_r_CL,0567s_r_CL,1306b_r_CL,1290a_r_CL,1321p_r_CL,1317a_r_CL,2838a_r_CL,1323e_r_CL,2733o_r_CL,0812a_r_CL,1382d_r_CL,0539BISd1_r_CL,0088b_r_CL,2853a_r_CL,2896a_r_CL,1378g_r_CL,2855d_r_CL,2862_r_CL,2842b_r_CL,2837b_r_CL,1370d_r_CL,2733g_r_CL,2733p_r_CL,1374c_r_CL,2899b_r_CL,0803a_r_CL,1258_r_CL,1419_r_CL,1256_r_CL,1278a_r_CL,2901e_r_CL,1378h_r_CL,1323b_r_CL,0567m_r_CL,2898a_r_CL,1321i_r_CL,1290h_r_CL,1306a_r_CL,1321u_r_CL,2861_r_CL,0567k_r_CL,0266b_r_CL,0808c_r_CL,2842a_r_CL,2875g_r_CL,1242_r_CL,1321r_r_CL,2733n_r_CL,2733h_r_CL,2897a_r_CL,2870_r_CL,2857d_r_CL,1396b_r_CL,1322c_r_CL,1322e_r_CL,1378b_r_CL,0266a_r_CL,0088a_r_CL,0812b_r_CL,2856d_r_CL,0810c_r_CL,2901b_r_CL,0798_r_CL,1370b_r_CL,2855e_r_CL,2897b_r_CL,2873d_r_CL,1199_r_CL,1403n_r_CL,0258e_r_CL,2866_r_CL,1394_r_CL,0796_r_CL,2895_r_CL,2867g_r_CL,2855b_r_CL,0567r_r_CL,0223d_r_CL,2871_r_CL,0797_r_CL,1403c_r_CL,2875b_r_CL,1438a_r_CL,2867c_r_CL,1438o_r_CL,1373c_r_CL,1374i_r_CL,2897g_r_CL,1323a_r_CL,1374j_r_CL,1438f_r_CL,2902b_r_CL,1328c_r_CL,2902c_r_CL,1329_r_CL,1321o_r_CL,2875c_r_CL,1321d_r_CL,1442_r_CL,0567q_r_CL,2857a_r_CL,1322g_r_CL
1373b_r_CL,1,0.3838869,0.20693167,0.060137663,0.23198399,0.11267901,0.15983365,0.6159226,0.5206874,7.526772e-05,0.09202694,0.014343585,0.00056633644,0.8123822,0.014449576,0.37706414,3.3580538e-05,0.013891854,8.217184e-05,0.03400736,0.01772446,0.3251673,0.4493779,0.0004967321,0.16847885,0.030046932,0.073772684,0.20792454,0.22196908,0.002572034,0.00042542434,0.23622452,0.23294456,0.00022727548,0.5143375,0.48804584,0.0056488137,0.015902154,0.0011122643,0.3648705,0.0045092176,0.008371976,0.0018301834,0.024924029,0.5613754,0.22813533,0.42650482,0.84103376,0.12208233,0.40225783,0.08366647,0.123135954,0.65742654,0.020730825,0.060685836,0.0014988326,0.011425133,0.093317226,0.29978654,0.00028821893,1.2569696e-05,0.5775835,0.77599007,0.04995578,0.49968007,0.03229802,1.8280136e-05,0.038798083,0.00016209365,0.0043261624,0.001809942,0.009110824,0.3113444,0.008005311,0.0424164,0.57227194,0.059196874,0.002896398,0.072641425,0.04266126,0.03665778,0.25578475,0.051089674,0.4041546,0.60624886,0.83848155,0.8534797,0.06229384,0.00048352522,0.08510223,0.49839506,0.0006444226,0.05043406,0.5743368,0.3808686,0.20671576,0.18734995,0.02611963,0.71343064,0.5192665,0.25418615,0.00061461696,0.08396413,0.00027961363,2.3077475e-05,0.3089944,0.030034574,0.01391682,0.599149,0.12276201,0.02731194,0.48941922,8.29444e-06,0.15845416,0.024222946,0.73714495,0.081876,0.20925562,0.00011163221,0.23785791,0.35103318,0.46437037,0.028614668,0.023989953,0.0010162815,0.886419,0.377351,0.09353077,0.8369876,0.02723435,0.173432,0.00027728544,0.8089846,0.45184016,4.6498295e-05,0.080236234,0.45831084,1.6985651e-06,5.7543617e-05,0.0005370701,0.038367666,0.037242647,0.0003677205,0.005888684,0.80326223,0.00017111684,0.00016457154,0.0035832098,0.0008242628,0.00033334334,0.0003748926,0.21016768,0.002611321,0.049217224,0.12856632,0.03942412,0.72170854,0.8323773,0.48705596,0.24567576,0.5884619,0.015111093,0.023085944,0.22294323,0.0034766989,0.19464913,0.029921312,0.012549435,0.000334235,0.5137026,0.019473635,0.006038859,0.014869239,2.2710052e-05,0.10129363,0.3317403,0.04887375,0.00036804203,0.13847943,0.28553703,0.139396,0.7947467,0.24835691,0.0009889053,0.4361989,0.055509146,0.5120686,0.00024597524,0.28178275,0.006537891,0.0067233206,0.0034890939,0.18347731,0.041751396,0.39440596,0.672075,0.5216907,0.00019475112,0.25031698,0.09944426,0.018349994,0.17953527,0.007675937,0.0019393918,0.002501466,0.56425554,0.016783632,8.586839e-06,0.06015193,0.724385,0.8040302,0.0028319315,0.76460576,0.074099004,0.08327506,0.2950677,0.0066222036,0.00028755458,0.21142001,0.36761558,0.006736627,0.66888756,0.52194035,0.3118824,0.14864755,0.77227885,0.020413987,0.34771493,0.0064942646,0.036103435,1.8428389e-05,0.8052764,0.70971125,0.1604438,0.76399964,0.057478517,0.03883692,0.759289,0.55499136,0.26023778,0.3744029,0.10200542,0.36858872,0.0005887149,0.034935523,0.12348942,0.00010165,0.35179216,0.1319736,0.0010356988,0.5238016,0.11419521,0.34887055,0.7589341,0.06361525,0.00027408404,0.0052472055,0.1610503,1.1572476e-05,0.0041810856,0.003163362,0.7549213,0.5299471,0.0066141556,0.70546013,0.0015405881,0.004631834,0.016416645,1.3740595e-06,0.91358185,0.054500785,0.08191596,0.002469374,0.032472715,0.004497703,0.60013014,0.00013133169,0.056640245,0.0060246265,0.40508705,0.7170096,0.00012555526,0.00017913114,0.0029848132,0.13022096,0.6022492,0.027833512,0.42549515,0.43856335,0.6874425,0.8513232,0.13890111,0.01209809,0.19153869,0.0026915518,0.13537075,0.25495347,0.03390724,0.00065595185,0.026498444,0.037834063,2.79409e-05,0.5136713,0.09763291,2.9093277e-05,0.060445536,0.0013673428,0.061690718,0.71164846,0.33101517,0.04331997,0.0006734678,0.044243313,0.00018607262,0.1147073,0.00027280967,0.19761257,0.8013747,0.1407677,0.34493864,0.040679064,0.34476224,0.2516209,0.00096661807,0.00011277846,0.051548783,0.12802218,0.56445605,0.0009875896,0.00010209485,0.00042080626,0.24335533,0.28398955,0.035310823,0.19847167,0.81934136,0.2892344,0.021460773,0.51851004,0.04543624,0.030536912,0.024101498,0.3079252,0.85699916,0.51292545,3.8034577e-05,0.64739466,0.016358785,0.00094147725,0.3634562,0.40444085,0.000492301,0.0034690038,0.31161612,0.60998064,0.14771144,8.206136e-06,0.16053832,0.66441405,0.23063149,0.009274357,0.046988085,0.00018234226,1.01113355e-05,0.04462894,0.0039644325,0.00023417667,0.81985974,0.079247676,0.0055701365,0.029209604,6.983952e-05,0.00251543,0.13996013,0.06868118,0.2479521,0.00018792726,0.29439446,1.9881387e-05,0.5170084,0.61259764,0.027149202,7.338827e-07,0.21052217,0.013321432,0.05781996,5.2934494e-05,0.035249747,0.00070179766,0.005368148,0.00017471064,0.25074115,0.43759057,0.00015304546,0.13859658,9.665124e-07,0.00023334291,0.6086375,0.44647178,0.19284895,0.18203646,0.8401126,0.10597235,0.3301387,0.8447142,0.03234192,0.0019836212,0.3399724,3.349286e-05,0.10103893,5.1221825e-05,0.00016730752,7.9084195e-05,0.04093741
1306g_r_CL,0.3838869,1,0.27549836,0.017950712,0.27622202,0.015462181,0.7493262,0.3335424,0.616212,0.0003149336,0.04406967,0.37755433,0.00022352283,0.13360238,0.0060172086,0.01889276,9.1573995e-05,0.34081864,0.00046560203,0.16792917,0.18297626,0.2604495,0.6373521,0.0010088366,0.569709,0.33284667,0.082108,0.17084412,0.59029967,0.06663354,0.00025334719,0.071459815,0.6944831,0.00064478494,0.42945248,0.6413934,0.19108127,0.06891735,0.00042534695,0.71640086,0.0019088178,0.025059106,0.0028863517,0.008840633,0.655408,0.5678814,0.24483313,0.22002514,0.01187126,0.11066455,0.5911602,0.37325263,0.407493,0.007806933,0.65728384,0.046097487,0.07838082,0.028699698,0.41412732,0.0011727851,6.428289e-05,0.70591307,0.09738762,0.14875983,0.80836946,0.0012001878,8.205301e-05,0.25846088,0.000561524,0.0020904702,0.006718912,0.19712858,0.07782079,0.1467252,0.004569731,0.28510588,0.5238899,0.014677712,0.12159868,0.23855521,0.53588736,0.14344014,0.33554414,0.4565466,0.87800735,0.5109647,0.52519697,0.001358761,0.0015150695,0.5744233,0.7595048,0.00291197,0.005706412,0.4538139,0.59903204,0.18439326,0.28973514,0.0040592984,0.32238498,0.19070335,0.6785619,0.002436273,0.0042014555,0.00031456156,0.00012790799,0.7629816,0.0009537603,0.18067287,0.21203618,0.16550991,0.4087352,0.1653291,3.869935e-05,0.0049803182,0.010560883,0.47836348,0.0025922381,0.5014326,0.00035805057,0.07201511,0.7705021,0.25304967,0.002780393,0.026772123,0.0168406,0.26062304,0.71196824,0.18695226,0.5565326,0.013402156,0.73580176,0.0014182872,0.29951167,0.830191,0.000111676054,0.53450984,0.13842948,1.3852255e-05,0.00017974478,0.00035305574,0.3678958,0.06855271,0.0023158148,0.055553697,0.32015428,0.0007414806,0.00046942494,0.038492426,0.014149039,0.0017255351,0.003633689,0.01918781,0.022019206,0.0021361755,0.0071117957,0.0054951287,0.11874479,0.25510237,0.5372175,0.49875346,0.039788555,0.081142485,0.015902169,0.11175114,0.0023961698,0.011274772,0.048862837,0.0007981504,0.003420735,0.77903,0.2930972,0.054983545,0.26783735,5.3430176e-05,0.0096907,0.80879474,0.011893375,0.0078983,0.36727402,0.6197322,0.71910197,0.4948297,0.38767028,0.0005093361,0.539668,0.65848076,0.46769807,0.00071567245,0.3452053,0.13860871,0.009164269,0.009035596,0.70104235,0.2559847,0.26904002,0.28763193,0.40876645,0.0006184467,0.026903339,0.46871674,0.08781273,0.44190216,0.04954168,0.008351389,0.00022272907,0.029852442,0.006104293,5.746096e-05,0.0025353194,0.23962012,0.4280544,0.017094122,0.2740414,0.22019304,0.0032427951,0.7481956,0.035267837,0.0041203187,0.016473487,0.043557283,0.23979254,0.08091998,0.1195174,0.42704052,0.3134238,0.33098724,0.17583491,0.69226575,0.2785345,0.0011746985,0.0001318942,0.74108064,0.10130545,0.2957143,0.28517008,0.5802985,0.5588874,0.1079781,0.11557875,0.25721487,0.018217096,0.008805731,0.1591153,0.0022969765,0.0020361806,0.6158122,0.00042973834,0.87794584,0.7874031,0.0040949555,0.15956523,0.034999114,0.31768292,0.3007053,0.5374142,0.00311799,0.046397973,0.52423364,6.4840686e-05,0.01315594,0.013369832,0.22090839,0.8980602,0.085407,0.32703087,0.05815699,0.001689954,0.0056127366,4.5044917e-06,0.2686997,0.56906873,0.0027883737,0.0030771492,0.0039902003,0.00029154238,0.68404067,0.0006247628,0.0020593982,0.24549514,0.5202271,0.33176082,0.0008036293,0.0016046115,0.012401608,0.0070640105,0.3402792,0.001410721,0.029031191,0.09723456,0.47415474,0.5243884,0.24681309,0.10477993,0.43063492,0.024742771,0.6988903,0.8313091,0.45016477,0.00021990681,0.17908943,0.30501738,0.00013536858,0.7615065,0.0023266242,0.00019180661,0.0022942629,0.002362322,0.5871054,0.51611215,0.37553704,0.3871313,0.0030081284,0.0014032698,0.0007397316,0.6821251,0.00065859145,0.3050466,0.21181908,0.006628965,0.3407021,0.292696,0.58052707,0.8167556,0.0040454944,0.000154993,0.0020689196,0.06199743,0.074829005,0.029226102,0.0004205228,0.001374477,0.051658615,0.33557808,0.16632515,0.18790169,0.07086601,0.15331295,0.2340737,0.32787454,0.014766916,0.38784325,0.36443564,0.7388124,0.25049502,0.46086785,0.000118717086,0.24422906,0.041233554,0.006719448,0.7124478,0.51346993,0.0012503685,0.07757587,0.80782104,0.6651581,0.0029401032,3.235486e-05,0.38189632,0.46130207,0.27262533,0.20829262,0.011098722,0.00046529685,5.6147597e-05,0.013518924,0.06451919,0.0014301437,0.3209812,0.49919105,0.011935226,0.40506148,0.0001847226,0.05485157,0.43458202,0.21240239,0.5901226,0.0011844737,0.04562467,8.426356e-05,0.242161,0.7429733,0.0014577962,3.3679628e-06,0.17101572,0.06943608,0.020862384,0.00016317642,0.075150296,0.002983226,0.0012295997,0.00056408334,0.048581365,0.7220966,0.00027246133,0.40459305,3.6476579e-06,0.00095527386,0.40635,0.24355312,0.08573475,0.16923489,0.52293295,0.5537799,0.7904186,0.24228762,0.49856967,0.002309991,0.5757363,0.00014501452,0.31953138,0.00023741584,0.0005213226,0.00026827303,0.37673795
1321h_r_CL,0.20693164,0.27549836,1,0.067199856,0.617109,0.0469446,0.07203936,0.7807454,0.046943855,0.004754542,0.4683696,0.06283752,0.012159976,0.032112263,0.110014655,0.0019746656,0.0022771803,0.35652497,0.004817074,0.5740516,0.67485964,0.50235087,0.3206273,0.08139945,0.4916042,0.1564088,0.64318734,0.51309985,0.046644926,0.016319238,0.020225894,0.670303,0.27929047,0.029121485,0.7799934,0.7507631,0.37004745,0.53186494,0.027439887,0.43813488,0.13859949,0.5775326,0.11795148,0.32473308,0.167908,0.58474946,0.54000264,0.14346343,0.066973425,0.48340267,0.21530001,0.1308408,0.20816284,0.0934574,0.21870217,0.17847699,0.66200835,0.47489816,0.6560646,0.03471289,0.00049376965,0.5009796,0.041900113,0.73600495,0.18357277,0.013473059,0.00087892415,0.7127389,0.022930501,0.05464182,0.27002385,0.5106912,0.3766211,0.28293273,0.10303171,0.019370059,0.25759763,0.43488,0.82007307,0.6328828,0.25220916,0.42961705,0.13953726,0.83974725,0.19246395,0.37387675,0.35239288,0.0055896295,0.06799027,0.35610256,0.20230228,0.1227375,0.18965188,0.256402,0.29996657,0.006708932,0.6599777,0.25184545,0.1731139,0.017224694,0.52521384,0.07101023,0.07544374,0.027641788,0.0010606165,0.40625903,0.007787129,0.6343678,0.015794234,0.7051677,0.22645018,0.013554659,0.00047444375,0.022931073,0.37784886,0.1759437,0.01762494,0.40398732,0.0117856525,0.49138638,0.3428813,0.42559198,0.08382078,0.5972224,0.1626067,0.1753474,0.30766487,0.7156893,0.32647637,0.33884105,0.05855955,0.041083936,0.09191322,0.36158177,0.0032858881,0.13408127,0.5289484,7.2273303e-07,0.0043465253,0.02442904,0.71645486,0.386822,0.03643876,0.2345181,0.1054972,0.012102434,0.021394065,0.2694312,0.13760951,0.034221373,0.037487973,0.10803836,0.4097864,0.043670006,0.07572173,0.2618484,0.016425503,0.07186145,0.72532266,0.60089195,0.11269341,0.6395712,0.44848457,0.003834502,0.18772256,0.08662863,0.25588685,0.021138294,0.030289702,0.108231045,0.2799009,0.14017569,0.57666814,0.0010874405,0.037633132,0.28757784,0.25976604,0.0307108,0.7418883,0.03018006,0.22393413,0.14626113,0.8414263,0.045561105,0.030973477,0.17152604,0.77654105,0.038047396,0.7529274,0.4625949,0.45363933,0.2211602,0.5682501,0.0060428483,0.018774971,0.11957036,0.038118146,0.024913667,0.20106438,0.65712595,0.49384558,0.64421546,0.5428421,0.34230775,0.0034317297,0.055770565,0.26623785,0.0002621105,0.05310196,0.1134615,0.06415256,0.22533219,0.19012927,0.5018344,0.07163083,0.26293263,0.4357493,0.02442927,0.02780725,0.004413512,0.058891334,0.15531507,0.010930271,0.4622184,0.81979066,0.37510574,0.44461715,0.09599799,0.21853136,0.01177743,0.0005416464,0.32607478,0.2696932,0.71435606,0.087455176,0.03676352,0.45296115,0.22705822,0.32618403,0.4908451,0.051129192,0.043157145,0.670615,0.0857486,0.039629567,0.023118919,0.009246582,0.28840315,0.23966798,0.18830475,0.16310583,0.051815912,0.7659353,0.06903431,0.4978516,0.022462318,0.45824352,0.3685511,0.0005036155,0.1405923,0.2555606,0.050394412,0.32966083,0.45741948,0.1325725,0.1490587,0.06561334,0.2582643,5.8665308e-05,0.14278467,0.15160646,0.05266586,0.27557588,0.21360372,0.0032255882,0.07549954,0.0103202285,0.025814084,0.11876875,0.51824546,0.661451,0.011600664,0.015741175,0.2321085,0.05075509,0.3091039,0.034385365,0.0039728438,0.46431035,0.38815212,0.20835972,0.7550934,0.6531572,0.7095722,0.1991425,0.12466274,0.22011557,0.32286203,0.0095552765,0.5764901,0.43667266,0.0012137218,0.15871261,0.017055864,0.0011647879,0.020796603,0.20022596,0.1268237,0.48080254,0.803672,0.47266006,0.124211214,0.018701423,0.024082227,0.16929395,0.04124767,0.6058094,0.06136632,0.057815704,0.012046547,0.49323037,0.83410436,0.2926602,0.09821087,0.0107238535,0.04159725,0.33067364,0.15266022,0.02298303,0.0075374097,0.0384614,0.049189534,0.7436671,0.7794885,0.51534295,0.03625275,0.73527,0.7071759,0.48050755,0.106590234,0.32091808,0.5358841,0.17037192,0.2573287,0.023572078,0.0027667095,0.5367724,0.72198373,0.14792818,0.11428885,0.76788604,0.038026847,0.2359551,0.3168851,0.5722424,0.01660558,0.00038018712,0.5381262,0.6571255,0.7928314,0.4529701,0.31501853,0.02658857,0.0004296451,0.16247271,0.42024216,0.03166441,0.15260917,0.7210023,0.30219457,0.32522607,0.008106783,0.30262077,0.39443302,0.6702262,0.6640753,0.01745569,0.3368793,0.00093849585,0.55049807,0.089810826,0.009704445,3.459575e-05,0.84803206,0.49984214,0.3978156,0.006112525,0.08927734,0.11848194,0.069103085,0.022989025,0.22798178,0.098385066,0.016262064,0.643503,4.1879677e-05,0.033817448,0.34339687,0.04329844,0.57472014,0.011652795,0.12929384,0.4350602,0.17951834,0.075962946,0.23998152,0.14384685,0.56901175,0.0015229933,0.5406663,0.002763601,0.022032907,0.0072486587,0.5280357
