 ,1373b_r_CL,1306g_r_CL,1321h_r_CL,0131_r_CL,1373a_r_CL,0258f_r_CL,2886b_r_CL,1403j_r_CL,2856a_r_CL,2885_r_CL,2901g_r_CL,2833_r_CL,0258a_0258d2_0271a_0271c_r_CL,0242_r_CL,1374g_r_CL,2865_r_CL,1438c_r_CL,0801_r_CL,1321m_r_CL,1438d_r_CL,0567h_r_CL,0808b_r_CL,1438g_r_CL,2900_r_CL,1438p_r_CL,1403e_r_CL,1278b_r_CL,2867a_r_CL,2899a_r_CL,2904c_r_CL,0567n_r_CL,1238_r_CL,1403k_r_CL,2901f_r_CL,0267_r_CL,0088c_r_CL,0567j_r_CL,2858a_r_CL,2897f_r_CL,2835_r_CL,0808a_r_CL,0567a_r_CL,1317b_r_CL,0223b_r_CL,1321n_r_CL,2904b_r_CL,0779_1257_r_CL,2901c_r_CL,1328f_r_CL,0268d_r_CL,1306c_r_CL,1322k_r_CL,0750b_r_CL,2888b_r_CL,1438m_r_CL,1290u_r_CL,2856c_r_CL,1322s_r_CL,1374b_r_CL,1321q_r_CL,1438l_r_CL,2853b_r_CL,0616a_r_CL,0805_r_CL,1396a_r_CL,0567i_r_CL,1305_r_CL,1321j_r_CL,0811b_r_CL,0237_r_CL,2883_r_CL,1438b_r_CL,1322q_r_CL,1321k_r_CL,1319_r_CL,1322a_r_CL,1313_r_CL,1322b_r_CL,1321a_r_CL,1403i_r_CL,1373h_1373i_1373k_1373l_1373m_r_CL,0811a_r_CL,2888a_r_CL,2851a_r_CL,1290w_r_CL,1438n_r_CL,1382g_r_CL,1290o_r_CL,2897c_r_CL,2733k_r_CL,1323g_r_CL,2275_r_CL,2841b_r_CL,1378e_r_CL,1328d_r_CL,1280_1315a_r_CL,1322t_r_CL,2850c_r_CL,2875a_r_CL,0616c_r_CL,2855a_r_CL,2853d_r_CL,1445_r_CL,1328a_r_CL,1315b_r_CL,1328b_r_CL,2840_r_CL,2897d_r_CL,2733j_r_CL,2852_r_CL,1237a_r_CL,2875f_r_CL,2888f_r_CL,1382h_r_CL,1321e_r_CL,2849a_r_CL,1322m_r_CL,1279b_r_CL,1306e_r_CL,2898b_r_CL,1317g_r_CL,0708b_r_CL,1403h_r_CL,0567l_r_CL,1328e_r_CL,0567e_r_CL,2875d_r_CL,1438j_r_CL,0786_r_CL,2859a_r_CL,0567f_r_CL,1321t_r_CL,0810b_r_CL,1290j_r_CL,1400b_r_CL,1378d_r_CL,2858c_r_CL,1400a_r_CL,1322f_r_CL,2857c_r_CL,0818b_r_CL,2838c_r_CL,1322n_r_CL,2838d_r_CL,2843a_r_CL,0225_r_CL,2882a_r_CL,1328i_r_CL,0808d_r_CL,1312_r_CL,1189_r_CL,1322o_r_CL,2897e_r_CL,1323d_r_CL,2332a_r_CL,2838f_r_CL,2841a_r_CL,2855c_r_CL,1382c_r_CL,1370a_r_CL,1400d_r_CL,2733f_r_CL,2875e_r_CL,2847_r_CL,1306f_r_CL,0708a_r_CL,1315c_r_CL,0807_r_CL,2881f_r_CL,0818c_r_CL,1378f_r_CL,1321l_r_CL,1237c_1241_2733f_r_CL,2873c_r_CL,1323f_r_CL,1306j_r_CL,2899c_r_CL,0567g_r_CL,1321b_r_CL,0803b_r_CL,2873a_r_CL,1278d_r_CL,0539BISa_0539BISb_r_CL,1306h_r_CL,1403b_r_CL,1328j_r_CL,1378c_r_CL,1323c_r_CL,2851d_r_CL,1321g_r_CL,0804_r_CL,0802_r_CL,1322p_r_CL,1321v_r_CL,2842c_r_CL,1374e_r_CL,1424a_r_CL,2856b_r_CL,2843b_r_CL,2733l_r_CL,1311_r_CL,1290r_r_CL,1374f_r_CL,1290l_r_CL,2848_r_CL,1438h_r_CL,1322l_r_CL,1322j_r_CL,2853c_r_CL,1374h_r_CL,1438e_r_CL,1317f_r_CL,1328g_r_CL,1438k_r_CL,1237b_r_CL,2733r_r_CL,0799_r_CL,1403d_r_CL,1270_r_CL,2851c_r_CL,2838g_r_CL,0563_r_CL,1317d_r_CL,1400c_r_CL,1317c_r_CL,1403f_r_CL,2902a_r_CL,2868_r_CL,1317e_r_CL,1321f_r_CL,2839_r_CL,0223c_r_CL,2888c_r_CL,2872_r_CL,2849c_r_CL,1403a_r_CL,0567o_r_CL,1403g_r_CL,1306i_r_CL,2874_r_CL,2888e_r_CL,2838e_r_CL,1321c_r_CL,1374k_r_CL,2733m_r_CL,1290e_r_CL,1200_r_CL,1382i_r_CL,1322d_r_CL,1290k_r_CL,1374d_r_CL,1382e_r_CL,2869a_r_CL,1374a_r_CL,0817b_r_CL,2849e_r_CL,0228b_0228c_0248c_0250a_0250b_0250c_0262a_0262b_r_CL,2896b_r_CL,2867e_r_CL,0266c_r_CL,2901d_r_CL,2850b_r_CL,2869b_r_CL,2849d_r_CL,1382f_r_CL,1278c_r_CL,2837a_r_CL,0818a_r_CL,2907a_r_CL,0702_r_CL,0810a_r_CL,1322i_r_CL,1290_r_CL,2838b_r_CL,2887a_r_CL,2850a_r_CL,1378i_r_CL,2888d_r_CL,2733q_r_CL,1328h_r_CL,1314_r_CL,1322r_r_CL,0703_r_CL,1322h_r_CL,1306d_r_CL,1198_r_CL,0258g_r_CL,0806_r_CL,1279a_r_CL,1403l_r_CL,2851b_r_CL,0539BISd2_r_CL,2849b_r_CL,1286c_r_CL,2904a_r_CL,2886a_r_CL,1373f_1373g_1373t_r_CL,2733i_r_CL,1438i_r_CL,1290x_r_CL,0258c_r_CL,0567s_r_CL,1306b_r_CL,1321p_r_CL,1317a_r_CL,2838a_r_CL,1323e_r_CL,2733o_r_CL,0812a_r_CL,1382d_r_CL,0088b_r_CL,2853a_r_CL,2896a_r_CL,1378g_r_CL,2855d_r_CL,2842b_r_CL,2837b_r_CL,1370d_r_CL,2733g_r_CL,2733p_r_CL,1374c_r_CL,2899b_r_CL,0803a_r_CL,1258_r_CL,1419_r_CL,1256_r_CL,1278a_r_CL,2901e_r_CL,1378h_r_CL,1323b_r_CL,0567m_r_CL,2898a_r_CL,1373d_1373n_r_CL,1321i_r_CL,1290h_r_CL,1306a_r_CL,1321u_r_CL,2861_r_CL,0567k_r_CL,0266b_r_CL,0808c_r_CL,2842a_r_CL,1242_r_CL,1321r_r_CL,2733n_r_CL,2733h_r_CL,2897a_r_CL,2870_r_CL,1322c_r_CL,1322e_r_CL,1378b_r_CL,0266a_r_CL,0088a_r_CL,0812b_r_CL,2856d_r_CL,0810c_r_CL,2901b_r_CL,0798_r_CL,1370b_r_CL,2855e_r_CL,2897b_r_CL,1199_r_CL,1403n_r_CL,0258e_r_CL,1394_r_CL,0796_r_CL,2895_r_CL,2867g_r_CL,2855b_r_CL,0223d_r_CL,2871_r_CL,0797_r_CL,1403c_r_CL,2875b_r_CL,1438a_r_CL,2867c_r_CL,1438o_r_CL,1373c_r_CL,2897g_r_CL,1323a_r_CL,1374j_r_CL,1438f_r_CL,2902b_r_CL,1328c_r_CL,2902c_r_CL,1329_r_CL,1321o_r_CL,1321d_r_CL,1442_r_CL,0567q_r_CL,2857a_r_CL,1322g_r_CL
1373b_r_CL,1,0.66538,0.214425,0.0029181347,0.13408409,0.0057187127,0.4102742,0.5440134,0.00040169805,0.118058056,0.49663436,3.4329958e-05,0.13463739,0.5852132,0.32886237,0.0003196802,0.41586658,0.047995742,0.14922,0.32181817,0.00090120966,0.36870885,0.38325542,0.06332131,0.0637958,0.71313196,0.18576835,4.3301807e-05,0.12863913,0.64614534,0.0012194606,0.46427745,0.3244525,0.14858831,0.00027528187,0.0011812166,0.014932197,0.00043511364,0.023713935,0.49745205,0.22523834,0.32732624,0.6329483,0.026746003,0.42007634,0.35671586,0.0010064767,0.10659077,0.32909524,0.0019833995,0.7805152,0.027358847,0.055000555,0.08620674,0.4116906,0.0032310542,0.00011562223,0.43121928,0.6089543,0.14033808,0.7159952,0.034728624,0.00029077893,0.08342454,0.0013280999,0.0066514225,0.08841684,0.25602362,0.12016715,0.005584063,0.18674625,0.63542914,0.0071513937,0.09293083,0.17312475,0.72556305,0.26389855,0.4290797,0.43811086,0.7673191,0.013288567,0.45646438,0.7024345,0.10594276,0.00024467008,0.49665126,0.694673,0.0018955447,0.112590246,0.3792194,0.39397964,0.086894095,0.0101664625,0.44079894,0.6116798,0.28959265,0.4814949,0.0151585555,0.0001651006,0.0004930994,0.5836034,0.010041355,0.079141065,0.6892845,0.5083646,0.6274298,0.19204788,0.02693136,0.40225318,0.025020327,0.50467366,0.0007621899,0.20995742,0.75434816,0.264394,0.0024929103,0.026339835,0.6758914,0.6923378,0.19791119,0.54634076,0.0058487463,0.5401333,0.001358848,0.6484331,0.5345733,0.00011696141,0.6111375,0.3238164,5.6511663e-14,0.000100506535,0.14473532,0.055518456,0.0021253082,0.03078798,0.49728194,0.00010905382,0.019763203,0.016080659,0.0015455504,0.028225506,0.0429061,0.019575886,0.023844225,0.01477893,0.025130894,0.3036486,0.39604914,0.25946197,0.409783,0.53404206,0.048754334,0.040843584,0.3467024,0.0033426934,0.045049593,0.0022419963,0.015166925,0.6202293,0.39857453,0.004487502,0.22986296,8.734837e-05,0.09271815,0.8295718,0.0064425226,0.066445924,0.09276077,0.5894579,0.44888124,0.48406273,0.35036477,0.53574294,0.00025523888,0.5841632,0.314495,0.44791892,0.0005732477,0.5388031,0.06580233,0.00972868,0.004350679,0.08709275,0.4483948,0.32559738,0.51101613,0.36652088,0.47137767,0.027069492,0.468843,0.045070477,0.1131962,0.03330898,0.0056842463,0.0009406969,0.30011997,0.002704103,0.00021397455,0.015161141,0.58824766,0.6540893,0.008618269,0.51704574,0.08962891,0.025429672,0.38071248,0.012296196,0.024007164,0.13254887,0.19294825,0.4462837,0.2012519,0.68060184,0.65650535,0.19136946,0.5012642,0.18642417,0.64305043,0.53366464,0.0143888,0.00011299235,0.7686877,0.27498555,0.19651257,0.48889682,0.6066053,0.45788848,0.5709016,0.41683978,0.21554993,0.16976704,0.006849395,0.26557884,0.0008072571,0.005512227,0.3897215,0.00038229206,0.74070466,0.7480252,0.0054778443,0.3430839,0.008561331,0.3225641,0.781726,0.39682806,0.012075935,0.024115985,0.38181722,0.077986896,0.0074370895,0.5784507,0.83154786,0.048257783,0.569568,0.09819603,0.000636324,0.0054407082,0.015557,6.115092e-07,0.6970465,0.48067135,0.020044241,0.007851059,0.0011330482,0.7194423,0.0015436847,0.0059725577,0.67134804,0.2086486,0.38767403,0.005463575,0.013948615,0.0055568432,0.010484289,0.3437112,0.00050193653,0.25172728,0.26074064,0.40407467,0.7810043,0.17994893,0.04332702,0.3665957,0.037832037,0.72846204,0.5229781,6.469677e-05,0.06618679,0.19667721,0.6118591,0.091911055,0.0009674811,0.008059714,0.0024722258,0.5246539,0.3816056,0.01107496,0.39785635,0.3973894,0.0018613957,0.044911027,1.2179513e-05,0.5255207,0.37591732,0.5038546,0.024785819,0.3657274,0.29933357,0.49393758,0.71893144,6.0931296e-05,0.0059988643,0.008964121,0.20617276,0.22192016,1.9013614e-05,0.01613805,0.13436037,0.05606749,0.24499947,0.5291499,0.14274745,0.11237222,0.27099687,0.003316284,0.5378608,0.25458103,0.76201004,0.5678084,0.48398182,8.423579e-05,0.44672343,0.031967778,0.016143993,0.007473545,0.5533481,0.3348349,0.00013446546,0.057651583,0.6691022,0.48496765,0.16292404,0.3061847,0.46170738,0.2365888,0.1424101,0.024826808,0.00068324176,0.048771925,0.0028237575,0.4530544,0.23775189,0.0017323476,0.25729433,1.9691004e-05,0.08889508,0.22347675,0.085856676,0.5216515,0.0014524397,0.2599723,0.3202794,0.3737083,0.0038454044,0.13448928,0.05752582,0.03609595,2.7235508e-05,0.00014262956,0.00074010016,0.00044472178,0.3969405,0.69990426,0.00017800214,0.18738316,1.5446152e-06,0.000713882,0.2725464,0.24810055,0.1491248,0.6646056,0.36656758,0.43447083,0.8138313,0.6168944,0.0014499931,0.283903,0.09828608,0.0005232945,0.0004564273,0.00019507029,0.28478914
1306g_r_CL,0.6653802,1,0.31965736,0.009353843,0.337501,0.018176794,0.42620036,0.3402482,0.0010801452,0.12082713,0.72555655,0.00011444415,0.1807078,0.6860845,0.15581071,0.0010748004,0.37336743,0.1223777,0.20451449,0.35589105,0.0027511187,0.4879537,0.5878619,0.052344754,0.1593288,0.6334927,0.4220969,0.000115626484,0.15515448,0.75425035,0.0028277936,0.50254554,0.48423332,0.29155937,0.00084019697,0.003426801,0.03688412,0.0014310834,0.02254976,0.5752642,0.3383704,0.25538105,0.56958246,0.0876507,0.55174387,0.6408923,0.003070732,0.24099487,0.5746923,0.0060459687,0.6817745,0.042725697,0.08572554,0.068434775,0.51065236,0.010945586,0.00036500336,0.6690395,0.45790654,0.185399,0.5342959,0.107450984,0.00090222835,0.1784321,0.0039735227,0.020387132,0.16764355,0.46504176,0.2913104,0.017132923,0.08281626,0.5407389,0.018186187,0.15038209,0.1764187,0.6068149,0.42955178,0.29782352,0.5168496,0.63332987,0.043142203,0.6473506,0.54788077,0.2583951,0.0007001072,0.6373815,0.44518876,0.0048693228,0.08324803,0.25659633,0.2556368,0.18541127,0.026488414,0.21779555,0.6879577,0.41323552,0.5483631,0.052208506,0.0004913825,0.001453387,0.5562875,0.031596433,0.15805535,0.7002361,0.675371,0.6928897,0.388136,0.037522484,0.20866889,0.08248953,0.30920884,0.002257572,0.31465518,0.59058577,0.405094,0.0083051035,0.04976879,0.6483851,0.5159715,0.16114044,0.70294213,0.018431973,0.37624073,0.0031657733,0.7579302,0.7594752,0.00037595315,0.75825256,0.25759053,2.4066454e-14,0.0003032396,0.23582955,0.1375431,0.0061244555,0.09465128,0.29889667,0.00030818259,0.058076654,0.0304044,0.0050996644,0.08103567,0.14037465,0.04163775,0.05460579,0.049638096,0.06034185,0.13506722,0.18821159,0.28607017,0.3400645,0.49803016,0.10959166,0.037868485,0.20750114,0.010438575,0.13536513,0.0070996042,0.042596597,0.5053349,0.36546525,0.0141595565,0.27881128,0.0002358086,0.18804087,0.698838,0.018174984,0.12881058,0.19916838,0.5931286,0.61438274,0.2737933,0.49588013,0.4913519,0.00075053645,0.46754226,0.42922062,0.43855911,0.0016173923,0.48056015,0.14982554,0.025198767,0.013527373,0.22039586,0.6542866,0.30426997,0.6069516,0.17024578,0.3955683,0.08070182,0.5105662,0.096043386,0.22853585,0.06489916,0.013136937,0.0026968769,0.2326109,0.0077665453,0.00060200447,0.045434423,0.5904997,0.63969564,0.024908789,0.36010933,0.20113419,0.0510641,0.62427545,0.025465649,0.05040429,0.33969373,0.0938278,0.6984451,0.07828072,0.58751726,0.8060668,0.16199186,0.40487114,0.3164192,0.38662225,0.6000795,0.048982043,0.00032523327,0.56979394,0.15995674,0.35377625,0.3800909,0.7535986,0.5267528,0.6364932,0.22770782,0.30550992,0.37168556,0.02375198,0.25232488,0.0018493838,0.01641218,0.26905048,0.0010673256,0.79296255,0.7503877,0.015153694,0.21315674,0.028075779,0.31156817,0.6755077,0.5972803,0.032825753,0.050692476,0.24307641,0.098885424,0.022182263,0.5076323,0.62383574,0.06368554,0.33931074,0.1613488,0.0018527145,0.016972786,0.014068694,1.6264166e-06,0.7342472,0.72689515,0.054517657,0.024226813,0.003532463,0.5750154,0.0046501965,0.020199137,0.65842056,0.47133878,0.49439564,0.015421394,0.03120437,0.017863596,0.03809392,0.14849992,0.0013495549,0.10373683,0.21894181,0.52998316,0.69982004,0.24447393,0.060302734,0.45257968,0.06439504,0.50426054,0.59022695,0.00019328523,0.115532465,0.23231559,0.40409896,0.19495589,0.0029541682,0.025455544,0.0057682353,0.7638353,0.5393465,0.035390705,0.48311952,0.5118592,0.005683712,0.113581955,3.3966986e-05,0.31955346,0.41981918,0.27678117,0.06977106,0.28328687,0.40090004,0.6125019,0.65465564,0.00017154428,0.018411774,0.007262418,0.09516038,0.4311834,5.228083e-05,0.0548076,0.2670984,0.1023552,0.3600299,0.37909442,0.18805353,0.21442036,0.49307808,0.008423473,0.37292266,0.3631137,0.68662727,0.42176932,0.2924637,0.00025806867,0.30702916,0.0898418,0.03918674,0.02215411,0.31688458,0.4906135,0.00041910994,0.1395724,0.42535764,0.44462746,0.30039334,0.27401853,0.58784026,0.36210316,0.29237643,0.019243525,0.00209638,0.12598765,0.0069301324,0.23910469,0.397419,0.005514076,0.53913325,5.5022225e-05,0.19161958,0.37315154,0.19591743,0.47274888,0.0044274675,0.26282972,0.2204639,0.1666383,0.012266334,0.19403514,0.07576625,0.06944349,7.8818186e-05,0.00038652786,0.002236474,0.0010015663,0.53789604,0.6865736,0.00053858286,0.19175878,4.1223843e-06,0.0020960104,0.5432785,0.19334665,0.083567895,0.42998818,0.55994517,0.6839853,0.68691576,0.6940377,0.0044201342,0.38016957,0.23252816,0.00152722,0.0012695312,0.00063131505,0.3273709
1321h_r_CL,0.214425,0.31965736,1,0.0995511,0.49154472,0.1597229,0.43319285,0.0661613,0.03040433,0.34064075,0.40575653,0.0023854414,0.4315799,0.23870517,0.024120584,0.020876253,0.28137374,0.5104303,0.52773184,0.29739377,0.05981145,0.6508173,0.40753877,0.21983418,0.4163972,0.13951145,0.49744424,0.0037882668,0.4335296,0.3778293,0.104795516,0.5074707,0.57336664,0.6055655,0.018530594,0.060300764,0.4123077,0.02550015,0.124362506,0.26005238,0.5814171,0.16847962,0.25735962,0.31730127,0.53568876,0.43831986,0.073908284,0.46891293,0.5070159,0.088177964,0.26566768,0.36305547,0.45168,0.19331099,0.36219802,0.09783199,0.008039273,0.5036571,0.1636428,0.53231984,0.109279506,0.34439388,0.027600862,0.5109193,0.07527988,0.25797525,0.55796415,0.5813207,0.5161292,0.188937,0.011315338,0.23981366,0.31215152,0.5517461,0.39996856,0.2632303,0.4858905,0.20708007,0.47952637,0.1765647,0.21452732,0.40807414,0.2240519,0.52240527,0.016758082,0.5703477,0.13451113,0.14165789,0.1592784,0.07816776,0.045940503,0.5275181,0.31152114,0.06379373,0.17856379,0.51086897,0.44803405,0.27677894,0.011990488,0.04403017,0.3385653,0.25552753,0.60083175,0.19338314,0.48628694,0.19140849,0.50259894,0.2784376,0.06528976,0.29569378,0.13656572,0.051199246,0.41756234,0.22828093,0.5507392,0.11943101,0.45061857,0.16750555,0.20643188,0.23685975,0.41700688,0.19631892,0.06277385,0.076091684,0.28649613,0.36688855,0.009659549,0.3702518,0.274354,2.5669132e-15,0.008223288,0.63428545,0.5318208,0.102627315,0.32513154,0.068976514,0.007967178,0.34762466,0.38281697,0.069461375,0.44648308,0.36473602,0.4009755,0.37067962,0.28828225,0.3849167,0.021151267,0.04356543,0.46767524,0.22186972,0.34010088,0.4814922,0.17801273,0.025215266,0.14187418,0.39619538,0.114839755,0.36974135,0.13190979,0.3074059,0.1638114,0.4924912,0.006391658,0.34538198,0.25620928,0.17084317,0.5737747,0.60063154,0.103898324,0.37117314,0.068042085,0.5599795,0.29483888,0.021257272,0.0962713,0.50790286,0.43430275,0.047712475,0.37702942,0.57045877,0.3270845,0.16460004,0.4346525,0.4371246,0.04536174,0.13559033,0.03930501,0.13944347,0.37851343,0.4663861,0.5078604,0.6097828,0.47263908,0.28718436,0.07137282,0.19336514,0.13387021,0.015362548,0.3531352,0.21238947,0.14207478,0.2243952,0.12060863,0.508782,0.33539468,0.35564503,0.3579005,0.46564206,0.4247228,0.011697194,0.3647601,0.025716238,0.11501059,0.46501648,0.30128142,0.18720093,0.5704681,0.10862268,0.42345563,0.2769938,0.007997009,0.16918412,0.09728782,0.62141496,0.084383175,0.21501768,0.4351204,0.40402874,0.0535857,0.3762133,0.55969244,0.14491008,0.41191903,0.06954379,0.212113,0.034938153,0.03425624,0.315778,0.28684372,0.2538718,0.19903187,0.16946194,0.36886436,0.3227768,0.47871476,0.20767969,0.40469146,0.21852458,0.35260525,0.2435591,0.18496007,0.21859936,0.32698444,0.09175222,0.5134249,0.036047045,0.21462932,0.16323838,6.0914746e-05,0.3387364,0.39757118,0.4346937,0.19047517,0.06358355,0.14129752,0.09501757,0.17939784,0.33745265,0.4544404,0.4802517,0.17761362,0.4016395,0.17597586,0.22342762,0.0522196,0.035932973,0.017985934,0.41776723,0.4821051,0.3194149,0.518876,0.3824833,0.49654227,0.47108647,0.12995234,0.47277555,0.0055951555,0.46779662,0.58835757,0.14166483,0.50681597,0.05019731,0.23553787,0.17166208,0.39849934,0.5289934,0.18161868,0.5903034,0.52776736,0.11540635,0.5253156,0.0012706823,0.12097736,0.46220863,0.07427688,0.3590039,0.069844455,0.5391048,0.48219928,0.23685047,0.004667339,0.1980776,0.09435428,0.04950554,0.47885197,0.0015637235,0.22108668,0.5230084,0.5239289,0.47591233,0.1323278,0.36516273,0.56228524,0.4743412,0.08549359,0.21945335,0.53654885,0.17869696,0.2611186,0.047287278,0.0073705525,0.19100149,0.4334878,0.41442746,0.24842237,0.091431275,0.5432266,0.007878682,0.54314715,0.15381771,0.26820296,0.5852138,0.37634343,0.53495497,0.61434287,0.5882481,0.1325259,0.05341242,0.51645714,0.18232521,0.07530624,0.57268316,0.093780585,0.4619176,0.0015894122,0.56693655,0.6092975,0.50013447,0.39074093,0.082194805,0.24166334,0.22425596,0.032232188,0.15901141,0.50371736,0.37621915,0.25267908,0.00217212,0.0104143135,0.04243554,0.04537475,0.528591,0.17322975,0.014629678,0.33056855,0.00015075698,0.050821323,0.39072788,0.26188874,0.007536551,0.11779479,0.46040633,0.40926284,0.25170726,0.40920165,0.06718443,0.57807577,0.44155642,0.035042096,0.04114881,0.015448059,0.60681605
0131_r_CL,0.0029181347,0.0093538435,0.09955109,1,0.13211252,0.7354776,0.012771559,0.00052256876,0.44780838,0.0072364723,0.020563526,0.13435376,0.060987495,0.0051049683,0.00015710553,0.47966373,0.0056141787,0.22718638,0.0474025,0.010614287,0.6626336,0.0596119,0.046042975,0.0073109507,0.71519333,0.002193114,0.09407558,0.13187577,0.011892232,0.018565698,0.18613176,0.021650743,0.037730835,0.065882795,0.5549511,0.66921824,0.20660496,0.63554335,0.0033563182,0.078057155,0.09055194,0.0041186935,0.005037958,0.45721826,0.09193494,0.03704131,0.52789634,0.23467743,0.04525374,0.79683936,0.00439935,0.21974562,0.04207805,0.0036981232,0.050642867,0.66342056,0.28911427,0.051115237,0.0023961146,0.060240194,0.0012515325,0.42587268,0.4430646,0.24845639,0.74232894,0.57468855,0.11439742,0.27962646,0.15675834,0.74952435,7.763649e-05,0.0042063612,0.27136582,0.033035204,0.13636203,0.003797355,0.29368266,0.05317806,0.016773816,0.0025745698,0.6295908,0.039133027,0.005939634,0.24277733,0.48610526,0.081805296,0.0011096429,0.29147768,0.0030151287,0.0011934789,0.000321648,0.20250325,0.2813698,0.00040504962,0.004498594,0.2930696,0.030794682,0.55121,0.40990737,0.3766267,0.029304028,0.6335762,0.106100485,0.0035692356,0.05583845,0.0031739625,0.16982052,0.030022824,0.00041580363,0.56848484,0.0011952622,0.4980871,0.18758461,0.002866382,0.15275338,0.7358715,0.10676206,0.0032130925,0.0024441276,0.0031697971,0.021432802,0.68494093,0.00059385056,0.28107208,0.011364362,0.016712075,0.37994832,0.013187411,0.0036462895,9.3022374e-18,0.3167005,0.067067124,0.21680142,0.68314797,0.45028046,0.00045294093,0.29646918,0.44507554,0.06215494,0.66917074,0.33300045,0.34939075,0.19592975,0.41720122,0.56865424,0.42173907,0.00014052833,0.00028488436,0.010269313,0.003176506,0.04054092,0.26893258,0.004076578,0.00024435428,0.57895523,0.35864246,0.6599324,0.38961124,0.0023908038,0.0065838182,0.6859002,0.08763651,0.20773076,0.5786991,0.0031812794,0.68608266,0.07769633,0.09874576,0.0019433578,0.032030575,0.0004965198,0.028915405,0.005495042,0.5172076,0.001599422,0.16101907,0.014407949,0.34705153,0.012145874,0.15570703,0.40956688,0.6898809,0.2339773,0.034534484,0.00051763194,0.0026747668,0.00024801109,0.01145787,0.4227076,0.013983211,0.3149775,0.12521386,0.15766035,0.25996295,0.5461451,0.0032504883,0.68812895,0.47283843,0.4230182,0.0042507513,0.0023392283,0.6537723,0.0016077377,0.25276548,0.3712448,0.047985435,0.1439496,0.157699,0.24566458,8.918301e-05,0.020690296,0.00013302434,0.0014513022,0.021642283,0.023621177,0.0056763426,0.076259755,0.00075560645,0.0142044285,0.722014,0.23687227,0.001598843,0.0011418406,0.10914523,0.00095243304,0.0055026026,0.015772834,0.017222214,0.00032668957,0.11006839,0.09621443,0.584516,0.01281943,0.13346405,0.6626913,0.0003648143,0.39218235,0.006895867,0.0062327026,0.38141632,0.079074234,0.71791625,0.008359184,0.0063711517,0.04179544,0.5495654,0.25596604,0.004164883,0.3528703,0.5923059,0.005939584,0.0023211443,0.026021373,0.000700147,0.19072941,0.66530114,0.5792882,0.028168911,0.0024935286,0.011792344,0.020243566,0.26061228,0.5731995,0.6372651,0.0014694699,0.6069535,0.7694584,0.008857608,0.085562795,0.01744508,0.56983095,0.15045972,0.7143154,0.6812504,0.00025488058,0.50932974,0.00010033527,0.0154389,0.122745655,0.008047305,0.069882035,0.021232769,0.049876366,0.055811666,0.0012153073,0.023261273,0.22382288,0.22466338,0.072317794,0.0026660103,0.22879232,0.6814449,0.6444053,0.16951875,0.019133732,0.16182838,0.6655308,0.040495493,0.024440069,0.63697374,0.21694924,0.05980017,0.0009985632,0.030651877,0.0005627767,0.47801122,0.0010685959,0.04616953,0.018521857,0.0044713365,0.22413626,0.7230608,0.002051362,0.00029246957,0.1193804,0.07784721,0.54778504,0.18451458,0.10508875,0.15058985,0.0016077386,0.05820176,0.105844334,0.07473713,0.32917804,0.0020562971,0.05701409,0.002556771,0.0028919599,0.0003710955,0.23040459,0.0019157602,0.3471636,0.26347458,0.5113722,0.00070319703,0.09362105,0.2138106,0.2208323,0.0012259634,0.0050630704,0.16620007,0.008734387,0.033044465,0.07263837,0.082219064,0.0019375134,0.46474716,0.28665742,0.18921536,0.0005732263,0.06785677,0.69465345,0.061897505,0.08842515,0.16236447,0.16111249,0.23539332,0.013661867,0.73521835,0.007882892,0.002373621,0.00018724611,0.7371981,0.060379654,0.10421444,0.042706102,0.1292469,0.29464948,0.62182474,0.12519981,0.1630816,0.0029451316,0.44204164,0.009744903,0.0069802827,0.45187646,0.064451426,0.00716748,7.1499824e-05,0.00121472,0.065799914,0.02797551,0.0041914,0.016032662,0.72407687,0.03905367,0.25978544,0.5232095,0.38774925,0.31618816,0.06776264
